* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = SYBR_GREEN
* Date Created = 2019-07-09 09:15:11 AM CDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = D:\Power Up SYBR_16.eds
* Experiment Name = Power_UP_SYBR
* Experiment Run End Time = 2019-07-08 16:11:13 PM CDT
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	EXPFAIL	HIGHSD	DRNMIN	NOAMP	THOLDFAIL	Tm1	Tm2	Tm3	Tm4
68	F8	false	MR028	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										true	0.068	true	3	39	No Amp		0.000	Y	Y	N	N	Y	N				
69	F9	false	MR029	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										true	0.068	true	3	39	No Amp		0.000	Y	Y	N	N	Y	N				
70	F10	false	MR030	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										true	0.068	true	3	39	No Amp		0.000	Y	Y	N	N	Y	N				
71	F11	false	ABCD+CONTROL	B	UNKNOWN	FAM	NFQ-MGB	29.425	29.259	0.234								true	0.068	true	3	25	Amp		0.949	N	N	N	N	N	N				
72	F12	false	NTC	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										true	0.068	true	3	39	No Amp		0.000	Y	Y	N	N	Y	N				
73	G1	false	MRO21	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	Y	N	N	Y	Y				
73	G1	false	MRO21	D	UNKNOWN	FAM	NFQ-MGB	27.604	27.741	0.193								true	0.241	true	3	22	Amp		0.982	N	N	N	N	N	N				
74	G2	false	MR022	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	Y	N	N	N	Y				
74	G2	false	MR022	D	UNKNOWN	FAM	NFQ-MGB	27.253	27.228	0.035								true	0.241	true	3	22	Amp		0.977	N	N	N	N	N	N				
75	G3	false	MR023	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	37.532									true	0.040	true	3	39	No Amp		0.000	Y	Y	N	N	N	Y				
75	G3	false	MR023	D	UNKNOWN	FAM	NFQ-MGB	25.385	25.497	0.158								true	0.241	true	3	19	Amp		0.976	N	N	N	N	N	N				
76	G4	false	MR024	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	Y	N	N	N	Y				
76	G4	false	MR024	D	UNKNOWN	FAM	NFQ-MGB	27.731	27.823	0.130								true	0.241	true	3	20	Amp		0.987	N	N	N	N	N	N				
