* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = SYBR_GREEN
* Date Created = 2019-06-07 14:47:41 PM CDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = D:\20190607_KP_01.eds
* Experiment Name = Power_UP_SYBR
* Experiment Run End Time = 2019-06-07 11:50:25 AM CDT
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	EXPFAIL	HIGHSD	NOAMP	BADROX	Tm1	Tm2	Tm3	Tm4
55	E7	false	SC027	B	UNKNOWN	FAM	NFQ-MGB	32.919	32.919									false	0.010	true	3	32	Amp		0.889	N	N	N	N	N				
56	E8	false	SC028	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
57	E9	false	SC029	B	UNKNOWN	FAM	NFQ-MGB	32.289	32.289									false	0.010	true	3	31	Amp		0.867	N	N	N	N	N				
58	E10	false	SC030	B	UNKNOWN	FAM	NFQ-MGB	37.016	37.016									false	0.010	true	3	35	Inconclusive		0.747	Y	N	N	N	N				
59	E11	false	NEC3	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N				
60	E12	false	NTC	B	UNKNOWN	FAM	NFQ-MGB	36.890	36.890									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	Y				
61	F1	false	SC021	B	UNKNOWN	FAM	NFQ-MGB	30.634	31.025	0.552								false	0.010	true	3	29	Amp		0.916	N	N	Y	N	N				
62	F2	false	SC022	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
63	F3	false	SC023	B	UNKNOWN	FAM	NFQ-MGB	34.329	34.329									false	0.010	true	3	33	Amp		0.925	N	N	N	N	N				
64	F4	false	SC024	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
65	F5	false	SC025	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
66	F6	false	SC026	B	UNKNOWN	FAM	NFQ-MGB	Undetermined	35.796									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
67	F7	false	SC027	B	UNKNOWN	FAM	NFQ-MGB	Undetermined	32.919									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
68	F8	false	SC028	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
69	F9	false	SC029	B	UNKNOWN	FAM	NFQ-MGB	Undetermined	32.289									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N				
